STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,ENTRY_DELTA,EXITS                                                               ,EXIT_DELTA,Diff
CONEY IS-STILLW,DFNQ,BMT,2/23/19,0:00:00,REGULAR,0,0,238,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,4:00:00,REGULAR,0,0,238,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,8:00:00,REGULAR,0,0,238,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,12:00:00,REGULAR,0,0,238,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,16:00:00,REGULAR,0,0,238,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,20:00:00,REGULAR,0,0,238,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,0:00:00,REGULAR,357280,0,670352,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,4:00:00,REGULAR,357280,0,670352,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,8:00:00,REGULAR,357280,0,670353,1,-1
CONEY IS-STILLW,DFNQ,BMT,2/23/19,12:00:00,REGULAR,357284,4,670375,22,-18
CONEY IS-STILLW,DFNQ,BMT,2/23/19,16:00:00,REGULAR,357287,3,670398,23,-20
CONEY IS-STILLW,DFNQ,BMT,2/23/19,20:00:00,REGULAR,357291,4,670399,1,3
CONEY IS-STILLW,DFNQ,BMT,2/23/19,0:00:00,REGULAR,16962361,0,70535,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,4:00:00,REGULAR,16962366,5,70547,12,-7
CONEY IS-STILLW,DFNQ,BMT,2/23/19,8:00:00,REGULAR,16962413,47,70559,12,35
CONEY IS-STILLW,DFNQ,BMT,2/23/19,12:00:00,REGULAR,16962538,125,70601,42,83
CONEY IS-STILLW,DFNQ,BMT,2/23/19,16:00:00,REGULAR,16962686,148,70638,37,111
CONEY IS-STILLW,DFNQ,BMT,2/23/19,20:00:00,REGULAR,16962797,111,70683,45,66
CONEY IS-STILLW,DFNQ,BMT,2/23/19,0:00:00,REGULAR,760033,0,477869,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,4:00:00,REGULAR,760038,5,477878,9,-4
CONEY IS-STILLW,DFNQ,BMT,2/23/19,8:00:00,REGULAR,760070,32,477892,14,18
CONEY IS-STILLW,DFNQ,BMT,2/23/19,12:00:00,REGULAR,760189,119,477931,39,80
CONEY IS-STILLW,DFNQ,BMT,2/23/19,16:00:00,REGULAR,760312,123,477996,65,58
CONEY IS-STILLW,DFNQ,BMT,2/23/19,20:00:00,REGULAR,760401,89,478052,56,33
CONEY IS-STILLW,DFNQ,BMT,2/23/19,0:00:00,REGULAR,620540,0,727139,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,4:00:00,REGULAR,620544,4,727150,11,-7
CONEY IS-STILLW,DFNQ,BMT,2/23/19,8:00:00,REGULAR,620574,30,727180,30,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,12:00:00,REGULAR,620676,102,727242,62,40
CONEY IS-STILLW,DFNQ,BMT,2/23/19,16:00:00,REGULAR,620791,115,727368,126,-11
CONEY IS-STILLW,DFNQ,BMT,2/23/19,20:00:00,REGULAR,620849,58,727507,139,-81
CONEY IS-STILLW,DFNQ,BMT,2/23/19,0:00:00,REGULAR,253756,0,364778,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,4:00:00,REGULAR,253770,14,364820,42,-28
CONEY IS-STILLW,DFNQ,BMT,2/23/19,8:00:00,REGULAR,253835,65,364888,68,-3
CONEY IS-STILLW,DFNQ,BMT,2/23/19,12:00:00,REGULAR,254019,184,365017,129,55
CONEY IS-STILLW,DFNQ,BMT,2/23/19,16:00:00,REGULAR,254232,213,365248,231,-18
CONEY IS-STILLW,DFNQ,BMT,2/23/19,20:00:00,REGULAR,254354,122,365548,300,-178
CONEY IS-STILLW,DFNQ,BMT,2/23/19,0:00:00,REGULAR,7399465,0,10514106,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,4:00:00,REGULAR,7399497,32,10514197,91,-59
CONEY IS-STILLW,DFNQ,BMT,2/23/19,8:00:00,REGULAR,7399650,153,10514292,95,58
CONEY IS-STILLW,DFNQ,BMT,2/23/19,12:00:00,REGULAR,7399992,342,10514476,184,158
CONEY IS-STILLW,DFNQ,BMT,2/23/19,16:00:00,REGULAR,7400250,258,10514774,298,-40
CONEY IS-STILLW,DFNQ,BMT,2/23/19,20:00:00,REGULAR,7400482,232,10515184,410,-178
CONEY IS-STILLW,DFNQ,BMT,2/23/19,0:00:00,REGULAR,442254,0,336425,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,4:00:00,REGULAR,442309,55,336614,189,-134
CONEY IS-STILLW,DFNQ,BMT,2/23/19,8:00:00,REGULAR,442606,297,336721,107,190
CONEY IS-STILLW,DFNQ,BMT,2/23/19,12:00:00,REGULAR,443121,515,336909,188,327
CONEY IS-STILLW,DFNQ,BMT,2/23/19,16:00:00,REGULAR,443592,471,337122,213,258
CONEY IS-STILLW,DFNQ,BMT,2/23/19,20:00:00,REGULAR,444004,412,337491,369,43
CONEY IS-STILLW,DFNQ,BMT,2/23/19,0:00:00,REGULAR,2260,0,0,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,4:00:00,REGULAR,2260,0,0,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,8:00:00,REGULAR,2260,0,0,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,12:00:00,REGULAR,2260,0,0,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,16:00:00,REGULAR,2260,0,0,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,20:00:00,REGULAR,2260,0,0,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,0:00:00,REGULAR,2,0,236,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,4:00:00,REGULAR,2,0,236,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,8:00:00,REGULAR,2,0,236,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,12:00:00,REGULAR,2,0,236,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,16:00:00,REGULAR,2,0,236,0,0
CONEY IS-STILLW,DFNQ,BMT,2/23/19,20:00:00,REGULAR,2,0,236,0,0
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,3:00:00,REGULAR,4331004,0,9188863,0,0
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,7:00:00,REGULAR,4331005,1,9188872,9,-8
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,11:00:00,REGULAR,4331009,4,9188935,63,-59
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,15:00:00,REGULAR,4331020,11,9189076,141,-130
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,19:00:00,REGULAR,4331034,14,9189165,89,-75
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,23:00:00,REGULAR,4331038,4,9189217,52,-48
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,3:00:00,REGULAR,3070101,0,2447188,0,0
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,7:00:00,REGULAR,3070106,5,2447191,3,2
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,11:00:00,REGULAR,3070127,21,2447218,27,-6
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,15:00:00,REGULAR,3070163,36,2447302,84,-48
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,19:00:00,REGULAR,3070208,45,2447332,30,15
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,23:00:00,REGULAR,3070217,9,2447349,17,-8
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,3:00:00,REGULAR,3390743,0,1647398,0,0
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,7:00:00,REGULAR,3390748,5,1647402,4,1
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,11:00:00,REGULAR,3390774,26,1647417,15,11
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,15:00:00,REGULAR,3390829,55,1647460,43,12
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,19:00:00,REGULAR,3390903,74,1647472,12,62
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,23:00:00,REGULAR,3390926,23,1647479,7,16
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,3:00:00,REGULAR,1065089,0,346089,0,0
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,7:00:00,REGULAR,1065095,6,346093,4,2
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,11:00:00,REGULAR,1065131,36,346114,21,15
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,15:00:00,REGULAR,1065207,76,346135,21,55
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,19:00:00,REGULAR,1065316,109,346152,17,92
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,23:00:00,REGULAR,1065331,15,346154,2,13
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,3:00:00,REGULAR,1358,0,0,0,0
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,7:00:00,REGULAR,1358,0,0,0,0
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,11:00:00,REGULAR,1358,0,0,0,0
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,15:00:00,REGULAR,1358,0,0,0,0
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,19:00:00,REGULAR,1358,0,0,0,0
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,23:00:00,REGULAR,1358,0,0,0,0
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,3:00:00,REGULAR,0,0,705,0,0
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,7:00:00,REGULAR,0,0,705,0,0
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,11:00:00,REGULAR,0,0,705,0,0
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,15:00:00,REGULAR,0,0,705,0,0
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,19:00:00,REGULAR,0,0,705,0,0
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,23:00:00,REGULAR,0,0,705,0,0
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,3:00:00,REGULAR,826757,0,34293,0,0
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,7:00:00,REGULAR,826770,13,34294,1,12
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,11:00:00,REGULAR,826840,70,34300,6,64
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,15:00:00,REGULAR,826902,62,34301,1,61
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,19:00:00,REGULAR,826950,48,34302,1,47
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,23:00:00,REGULAR,826971,21,34302,0,21
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,3:00:00,REGULAR,606508,0,166506,0,0
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,7:00:00,REGULAR,606513,5,166506,0,5
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,11:00:00,REGULAR,606542,29,166512,6,23
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,15:00:00,REGULAR,606581,39,166520,8,31
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,19:00:00,REGULAR,606634,53,166532,12,41
W 8 ST-AQUARIUM,FQ,BMT,2/23/19,23:00:00,REGULAR,606645,11,166543,11,0
6 AV,FLM123,BMT,2/23/19,3:00:00,REGULAR,7768914,0,9614109,0,0
6 AV,FLM123,BMT,2/23/19,7:00:00,REGULAR,7768930,16,9614148,39,-23
6 AV,FLM123,BMT,2/23/19,11:00:00,REGULAR,7768990,60,9614251,103,-43
6 AV,FLM123,BMT,2/23/19,15:00:00,REGULAR,7769194,204,9614397,146,58
6 AV,FLM123,BMT,2/23/19,19:00:00,REGULAR,7769581,387,9614519,122,265
6 AV,FLM123,BMT,2/23/19,23:00:00,REGULAR,7769838,257,9614614,95,162
6 AV,FLM123,BMT,2/23/19,3:00:00,REGULAR,6163570,0,1630313,0,0
6 AV,FLM123,BMT,2/23/19,7:00:00,REGULAR,6163582,12,1630325,12,0
6 AV,FLM123,BMT,2/23/19,11:00:00,REGULAR,6163660,78,1630357,32,46
6 AV,FLM123,BMT,2/23/19,15:00:00,REGULAR,6163882,222,1630401,44,178
6 AV,FLM123,BMT,2/23/19,19:00:00,REGULAR,6164282,400,1630441,40,360
6 AV,FLM123,BMT,2/23/19,23:00:00,REGULAR,6164543,261,1630468,27,234
6 AV,FLM123,BMT,2/23/19,3:00:00,REGULAR,1209974564,0,1200634262,0,0
6 AV,FLM123,BMT,2/23/19,7:00:00,REGULAR,1209974548,16,1200634254,8,8
6 AV,FLM123,BMT,2/23/19,11:00:00,REGULAR,1209974446,102,1200634235,19,83
6 AV,FLM123,BMT,2/23/19,15:00:00,REGULAR,1209974137,309,1200634214,21,288
6 AV,FLM123,BMT,2/23/19,19:00:00,REGULAR,1209973664,473,1200634198,16,457
6 AV,FLM123,BMT,2/23/19,23:00:00,REGULAR,1209973284,380,1200634180,18,362
6 AV,FLM123,BMT,2/23/19,3:00:00,REGULAR,118829,0,53334,0,0
6 AV,FLM123,BMT,2/23/19,7:00:00,REGULAR,118829,0,53335,1,-1
6 AV,FLM123,BMT,2/23/19,11:00:00,REGULAR,118829,0,53335,0,0
6 AV,FLM123,BMT,2/23/19,15:00:00,REGULAR,118830,1,53335,0,1
6 AV,FLM123,BMT,2/23/19,19:00:00,REGULAR,118831,1,53336,1,0
6 AV,FLM123,BMT,2/23/19,23:00:00,REGULAR,118831,0,53336,0,0
6 AV,FLM123,BMT,2/23/19,3:00:00,REGULAR,1730738,0,1022087,0,0
6 AV,FLM123,BMT,2/23/19,7:00:00,REGULAR,1730739,1,1022088,1,0
6 AV,FLM123,BMT,2/23/19,11:00:00,REGULAR,1730741,2,1022096,8,-6
6 AV,FLM123,BMT,2/23/19,15:00:00,REGULAR,1730749,8,1022112,16,-8
6 AV,FLM123,BMT,2/23/19,19:00:00,REGULAR,1730763,14,1022127,15,-1
6 AV,FLM123,BMT,2/23/19,23:00:00,REGULAR,1730773,10,1022135,8,2
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,3:00:00,REGULAR,26552797,0,10973096,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,7:00:00,REGULAR,26552848,51,10973118,22,29
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,11:00:00,REGULAR,26553036,188,10973289,171,17
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,15:00:00,REGULAR,26553591,555,10973654,365,190
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,19:00:00,REGULAR,26554386,795,10974100,446,349
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,23:00:00,REGULAR,26554887,501,10974273,173,328
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,3:00:00,REGULAR,26602212,0,10857925,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,7:00:00,REGULAR,26602244,32,10857948,23,9
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,11:00:00,REGULAR,26602373,129,10858090,142,-13
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,15:00:00,REGULAR,26602856,483,10858396,306,177
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,19:00:00,REGULAR,26603475,619,10858762,366,253
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,23:00:00,REGULAR,26603832,357,10858893,131,226
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,3:00:00,REGULAR,14465314,0,5695345,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,7:00:00,REGULAR,14465342,28,5695390,45,-17
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,11:00:00,REGULAR,14465420,78,5695552,162,-84
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,15:00:00,REGULAR,14465786,366,5695865,313,53
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,19:00:00,REGULAR,14466413,627,5696151,286,341
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,23:00:00,REGULAR,14466774,361,5696257,106,255
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,3:00:00,REGULAR,67600384,0,18221548,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,7:00:00,REGULAR,67600384,0,18221557,9,-9
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,11:00:00,REGULAR,67600388,4,18221598,41,-37
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,15:00:00,REGULAR,67600408,20,18221685,87,-67
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,19:00:00,REGULAR,67600447,39,18221858,173,-134
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,23:00:00,REGULAR,67600464,17,18221935,77,-60
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,3:00:00,REGULAR,5188245,0,8082362,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,7:00:00,REGULAR,5188246,1,8082368,6,-5
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,11:00:00,REGULAR,5188268,22,8082445,77,-55
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,15:00:00,REGULAR,5188309,41,8082630,185,-144
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,19:00:00,REGULAR,5188376,67,8082933,303,-236
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,23:00:00,REGULAR,5188421,45,8083063,130,-85
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,3:00:00,REGULAR,4378937,0,8378779,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,7:00:00,REGULAR,4378974,37,8378849,70,-33
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,11:00:00,REGULAR,4379060,86,8379284,435,-349
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,15:00:00,REGULAR,4379307,247,8379916,632,-385
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,19:00:00,REGULAR,4379695,388,8380485,569,-181
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,23:00:00,REGULAR,4379987,292,8380746,261,31
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,3:00:00,REGULAR,12392744,0,5372438,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,7:00:00,REGULAR,12392800,56,5372461,23,33
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,11:00:00,REGULAR,12392975,175,5372579,118,57
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,15:00:00,REGULAR,12393373,398,5372793,214,184
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,19:00:00,REGULAR,12393946,573,5372996,203,370
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,23:00:00,REGULAR,12394340,394,5373089,93,301
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,3:00:00,REGULAR,13541886,0,3456554,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,7:00:00,REGULAR,13541922,36,3456571,17,19
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,11:00:00,REGULAR,13542081,159,3456623,52,107
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,15:00:00,REGULAR,13542432,351,3456739,116,235
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,19:00:00,REGULAR,13542940,508,3456855,116,392
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,23:00:00,REGULAR,13543318,378,3456938,83,295
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,3:00:00,REGULAR,7600586,0,1819459,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,7:00:00,REGULAR,7600624,38,1819470,11,27
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,11:00:00,REGULAR,7600745,121,1819504,34,87
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,15:00:00,REGULAR,7601020,275,1819605,101,174
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,19:00:00,REGULAR,7601538,518,1819705,100,418
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,23:00:00,REGULAR,7601879,341,1819784,79,262
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,3:00:00,REGULAR,7025684,0,2630935,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,7:00:00,REGULAR,7025737,53,2630940,5,48
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,11:00:00,REGULAR,7025860,123,2631007,67,56
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,15:00:00,REGULAR,7026168,308,2631144,137,171
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,19:00:00,REGULAR,7026705,537,2631370,226,311
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,23:00:00,REGULAR,7027176,471,2631471,101,370
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,3:00:00,REGULAR,1238697925,0,1813160979,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,7:00:00,REGULAR,1238697832,93,1813160995,16,77
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,11:00:00,REGULAR,1238697695,137,1813161089,94,43
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,15:00:00,REGULAR,1238697373,322,1813161313,224,98
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,19:00:00,REGULAR,1238696758,615,1813161578,265,350
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,23:00:00,REGULAR,1238696217,541,1813161714,136,405
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,3:00:00,REGULAR,537658,0,231243,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,7:00:00,REGULAR,537805,147,231298,55,92
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,11:00:00,REGULAR,537960,155,231562,264,-109
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,15:00:00,REGULAR,538435,475,231963,401,74
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,19:00:00,REGULAR,539217,782,232317,354,428
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,23:00:00,REGULAR,539938,721,232486,169,552
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,3:00:00,REGULAR,10737003,0,27014041,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,7:00:00,REGULAR,10737049,46,27014120,79,-33
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,11:00:00,REGULAR,10737143,94,27014571,451,-357
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,15:00:00,REGULAR,10737346,203,27015256,685,-482
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,19:00:00,REGULAR,10737731,385,27015895,639,-254
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,23:00:00,REGULAR,10738101,370,27016174,279,91
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,3:00:00,REGULAR,14637667,0,30408156,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,7:00:00,REGULAR,14637695,28,30408237,81,-53
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,11:00:00,REGULAR,14637811,116,30408640,403,-287
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,15:00:00,REGULAR,14638079,268,30409258,618,-350
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,19:00:00,REGULAR,14638472,393,30409851,593,-200
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,23:00:00,REGULAR,14638774,302,30410159,308,-6
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,3:00:00,REGULAR,84960663,0,1044135,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,7:00:00,REGULAR,84960674,11,1044154,19,-8
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,11:00:00,REGULAR,84960697,23,1044244,90,-67
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,15:00:00,REGULAR,84960762,65,1044350,106,-41
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,19:00:00,REGULAR,84960897,135,1044502,152,-17
34 ST-HERALD SQ,BDFMNQRW,BMT,2/24/19,23:00:00,REGULAR,84961009,112,1044574,72,40
DELANCEY/ESSEX,FJMZ,BMT,2/24/19,0:00:00,REGULAR,12882597,0,11645820,0,0
DELANCEY/ESSEX,FJMZ,BMT,2/24/19,4:00:00,REGULAR,12882693,96,11645900,80,16
DELANCEY/ESSEX,FJMZ,BMT,2/24/19,8:00:00,REGULAR,12882758,65,11645974,74,-9
DELANCEY/ESSEX,FJMZ,BMT,2/24/19,12:00:00,REGULAR,12883022,264,11646261,287,-23
DELANCEY/ESSEX,FJMZ,BMT,2/24/19,16:00:00,REGULAR,12883414,392,11646763,502,-110
DELANCEY/ESSEX,FJMZ,BMT,2/24/19,20:00:00,REGULAR,12883768,354,11647163,400,-46
DELANCEY/ESSEX,FJMZ,BMT,2/24/19,0:00:00,REGULAR,11139010,0,3601570,0,0
DELANCEY/ESSEX,FJMZ,BMT,2/24/19,4:00:00,REGULAR,11139111,101,3601621,51,50
DELANCEY/ESSEX,FJMZ,BMT,2/24/19,8:00:00,REGULAR,11139160,49,3601647,26,23
DELANCEY/ESSEX,FJMZ,BMT,2/24/19,12:00:00,REGULAR,11139331,171,3601761,114,57
DELANCEY/ESSEX,FJMZ,BMT,2/24/19,16:00:00,REGULAR,11139670,339,3601939,178,161
DELANCEY/ESSEX,FJMZ,BMT,2/24/19,20:00:00,REGULAR,11139983,313,3602087,148,165
DELANCEY/ESSEX,FJMZ,BMT,2/24/19,0:00:00,REGULAR,385715,0,110160,0,0
DELANCEY/ESSEX,FJMZ,BMT,2/24/19,4:00:00,REGULAR,385816,101,110195,35,66
DELANCEY/ESSEX,FJMZ,BMT,2/24/19,8:00:00,REGULAR,385857,41,110225,30,11
DELANCEY/ESSEX,FJMZ,BMT,2/24/19,12:00:00,REGULAR,386016,159,110324,99,60
DELANCEY/ESSEX,FJMZ,BMT,2/24/19,16:00:00,REGULAR,386336,320,110470,146,174
DELANCEY/ESSEX,FJMZ,BMT,2/24/19,20:00:00,REGULAR,386632,296,110604,134,162
DELANCEY/ESSEX,FJMZ,BMT,2/24/19,0:00:00,REGULAR,2798138,0,1876711,0,0
DELANCEY/ESSEX,FJMZ,BMT,2/24/19,4:00:00,REGULAR,2798162,24,1876729,18,6
DELANCEY/ESSEX,FJMZ,BMT,2/24/19,8:00:00,REGULAR,2798180,18,1876754,25,-7
DELANCEY/ESSEX,FJMZ,BMT,2/24/19,12:00:00,REGULAR,2798226,46,1876848,94,-48
DELANCEY/ESSEX,FJMZ,BMT,2/24/19,16:00:00,REGULAR,2798300,74,1876949,101,-27
DELANCEY/ESSEX,FJMZ,BMT,2/24/19,20:00:00,REGULAR,2798391,91,1877066,117,-26
DELANCEY/ESSEX,FJMZ,BMT,2/24/19,0:00:00,REGULAR,3348418,0,2258023,0,0
DELANCEY/ESSEX,FJMZ,BMT,2/24/19,4:00:00,REGULAR,3348454,36,2258056,33,3
DELANCEY/ESSEX,FJMZ,BMT,2/24/19,8:00:00,REGULAR,3348472,18,2258068,12,6
DELANCEY/ESSEX,FJMZ,BMT,2/24/19,12:00:00,REGULAR,3348526,54,2258127,59,-5
DELANCEY/ESSEX,FJMZ,BMT,2/24/19,16:00:00,REGULAR,3348581,55,2258204,77,-22
